Codigo_Pieza,Extension,Largo_CAD,Ancho_CAD,Espesor_Perfil_CAD,Material,Observaciones,Tiene_DXF,Largo_DXF,Ancho_DXF,Largo_DXF_Nuevo,Ancho_DXF_Nuevo,Ruta_Archivo
C53FT-RMC-017,.sldprt,,,,,No se pudo abrir el documento.,SI,168.52371017385116,116.49891066762623,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-017.SLDPRT
C53FT-RMC-018,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-018.SLDPRT
C53FT-RMC-019,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-019.SLDPRT
C53FT-RMC-020,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-020.SLDPRT
C53FT-RMC-022,.sldprt,,,,,No se pudo abrir el documento.,SI,118.35507638263914,31.750000000000036,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-022.SLDPRT
C53FT-RMC-023,.sldprt,,,,,No se pudo abrir el documento.,SI,122.02657561408327,31.750000000000004,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-023.SLDPRT
C53FT-RMPAS-01,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMPAS-01.SLDPRT
C53FT-RMPAS-02,.sldprt,,,,,No se pudo abrir el documento.,SI,457.2,400.0,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMPAS-02.SLDPRT
C53FT-TAM-001-,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-001-.SLDPRT
C53FT-TAM-002-,.sldprt,,,,,No se pudo abrir el documento.,SI,2436.0,449.444455061874,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-002-.SLDPRT
C53FT-TAM-003-,.sldprt,,,,,No se pudo abrir el documento.,SI,2436.002,327.662,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-003-.SLDPRT
C53FT-TAM-004-,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-004-.SLDPRT
C53FT-TAM-005-,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-005-.SLDPRT
C53FT-TAM-006,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-006.SLDPRT
C53FT-TAM-008-A,.sldprt,,,,,No se pudo abrir el documento.,SI,2608.0,441.6012207567187,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-008-A.SLDPRT
C53FT-TAM-008,.sldprt,,,,,No se pudo abrir el documento.,SI,2608.0,441.6012207567187,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-008.SLDPRT
C53FT-TAM-009,.sldprt,,,,,No se pudo abrir el documento.,SI,2588.514,445.9962937659017,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-009.SLDPRT
C53FT-TAM-010,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-010.SLDPRT
C53FT-TAM-013,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-013.SLDPRT
C53FT-TAM-014,.sldprt,,,,,No se pudo abrir el documento.,SI,1187.83,956.6765110109136,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-014.SLDPRT
C53FT-TAM-018-A,.sldprt,,,,,No se pudo abrir el documento.,SI,1042.7693137581348,644.2637714879979,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-018-A.SLDPRT
C53FT-TAM-018,.sldprt,,,,,No se pudo abrir el documento.,SI,1042.769313758135,644.2637714879947,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-018.SLDPRT
C53FT-TAM-021,.sldprt,,,,,No se pudo abrir el documento.,SI,1952.5000000000005,25.40000000000002,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-021.SLDPRT
C53FT-TAM-022,.sldprt,,,,,No se pudo abrir el documento.,SI,984.6299999999998,25.4,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-022.SLDPRT
C53FT-TAM-023,.sldprt,,,,,No se pudo abrir el documento.,SI,134.99999999999991,101.6,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-023.SLDPRT
C53FT-TAM-024,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-024.SLDPRT
C53FT-TAM-028,.sldprt,,,,,No se pudo abrir el documento.,SI,763.0000000000002,644.2637714879947,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-028.SLDPRT
C53FT-TAM-029,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-029.SLDPRT
C53FT-TAM-030,.sldprt,,,,,No se pudo abrir el documento.,SI,783.42,640.3292695313655,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-030.SLDPRT
C53FT-TAM-031,.sldprt,,,,,No se pudo abrir el documento.,SI,592.27,340.7435050381642,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-031.SLDPRT
C53FT-TAM-032,.sldprt,,,,,No se pudo abrir el documento.,SI,592.27,133.95,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-032.SLDPRT
C53FT-TAM-033,.sldprt,,,,,No se pudo abrir el documento.,SI,1059.8020667,53.173824475966484,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-033.SLDPRT
C53FT-TAM-037-A,.sldprt,,,,,No se pudo abrir el documento.,SI,806.4203956130145,638.7816363078275,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-037-A.SLDPRT
C53FT-TAM-037,.sldprt,,,,,No se pudo abrir el documento.,SI,806.4203956130148,638.7816363078276,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-037.SLDPRT
C53FT-TAM-PUERTA-001-,.sldprt,,,,,No se pudo abrir el documento.,SI,2010.903622216792,517.8018111083964,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAM-PUERTA-001-.SLDPRT
C53FT-TAP-001-,.sldprt,,,,,No se pudo abrir el documento.,SI,2758.98,185.6070781254618,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAP-001-.SLDPRT
C53FT-TAP-004,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAP-004.SLDPRT
C53FT-TAP-007,.sldprt,,,,,No se pudo abrir el documento.,SI,2758.98,1219.1999999999998,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAP-007.SLDPRT
C53FT-TAP-008,.sldprt,,,,,No se pudo abrir el documento.,SI,2758.98,1219.1999999999998,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAP-008.SLDPRT
C53FT-TAP-009,.sldprt,,,,,No se pudo abrir el documento.,SI,308.7,50.8,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAP-009.SLDPRT
C53FT-TAP-010,.sldprt,,,,,No se pudo abrir el documento.,SI,239.0,50.8,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAP-010.SLDPRT
C53FT-TAP-012,.sldprt,,,,,No se pudo abrir el documento.,SI,534.17,173.81353906273088,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAP-012.SLDPRT
C53FT-TAP-013,.sldprt,,,,,No se pudo abrir el documento.,SI,2072.41,219.9070781254618,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TAP-013.SLDPRT
C53FT-TECH-001-A,.sldprt,,,,,No se pudo abrir el documento.,SI,3048.0,277.99869335977905,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-001-A.SLDPRT
C53FT-TECH-001,.sldprt,,,,,No se pudo abrir el documento.,SI,3048.0,277.99869335977894,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-001.SLDPRT
C53FT-TECH-002,.sldprt,,,,,No se pudo abrir el documento.,SI,2000.0,277.99869335977905,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-002.SLDPRT
C53FT-TECH-003,.sldprt,,,,,No se pudo abrir el documento.,SI,2607.38,290.658693359779,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-003.SLDPRT
C53FT-TECH-005,.sldprt,,,,,No se pudo abrir el documento.,SI,1400.0000000000007,67.5,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-005.SLDPRT
C53FT-TECH-009-PS,.sldprt,,,,,No se pudo abrir el documento.,SI,5047.960000000001,2599.994799999999,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-009-PS.SLDPRT
C53FT-TECH-009,.sldprt,,,,,No se pudo abrir el documento.,SI,11013.719999999998,2599.9948,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-009.SLDPRT
C53FT-TECH-010,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-010.SLDPRT
C53FT-TECH-013,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-013.SLDPRT
C53FT-TECH-014,.sldprt,,,,,No se pudo abrir el documento.,SI,260.29370422709843,64.5,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-014.SLDPRT
C53FT-TECH-015,.sldprt,,,,,No se pudo abrir el documento.,SI,320.0,130.0,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-015.SLDPRT
C53FT-TECH-016,.sldprt,,,,,No se pudo abrir el documento.,SI,2412.8,50.8000000000003,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-016.SLDPRT
C53FT-TECH-017,.sldprt,,,,,No se pudo abrir el documento.,SI,1866.96383347,273.39481690839364,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-017.SLDPRT
C53FT-TECH-021,.sldprt,,,,,No se pudo abrir el documento.,SI,203.8,72.5,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-021.SLDPRT
C53FT-TECH-024,.sldprt,,,,,No se pudo abrir el documento.,SI,3000.0,25.4,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-024.SLDPRT
C53FT-TECH-028,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-028.SLDPRT
C53FT-TECH-ELEC-001-,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-ELEC-001-.SLDPRT
C53FT-TECH-ELEC-002,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-ELEC-002.SLDPRT
C53FT-TECH-ELEC-003,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH-ELEC-003.SLDPRT
C53FT-TECH2-001-A,.sldprt,,,,,No se pudo abrir el documento.,SI,3048.0,273.3948169084,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH2-001-A.SLDPRT
C53FT-TECH2-001,.sldprt,,,,,No se pudo abrir el documento.,SI,3048.0,273.39481690839364,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH2-001.SLDPRT
C53FT-TECH2-002,.sldprt,,,,,No se pudo abrir el documento.,SI,3048.0,273.39481690839364,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH2-002.SLDPRT
C53FT-TECH2-003,.sldprt,,,,,No se pudo abrir el documento.,SI,2603.3,285.0428169083936,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH2-003.SLDPRT
C53FT-TECH2-006,.sldprt,,,,,No se pudo abrir el documento.,SI,3048.0,273.39481690839364,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TECH2-006.SLDPRT
C53FT-TRV-001,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TRV-001.SLDPRT
C53FT-TRV-002,.sldprt,,,,,No se pudo abrir el documento.,SI,2362.2,144.8986440603599,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-TRV-002.SLDPRT
FCOP-AT-04,.sldprt,,,,,No se pudo abrir el documento.,SI,559.0000000000001,268.52417055560215,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\FCOP-AT-04.SLDPRT
H-COP-F2-13,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\H-COP-F2-13.SLDPRT
PZ-AC1,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\PZ-AC1.SLDPRT
RC3.B2.008,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\RC3.B2.008.SLDPRT
RC3.BM2.MF.05,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\RC3.BM2.MF.05.SLDPRT
RC3.BM5.MF.01,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\RC3.BM5.MF.01.SLDPRT
RC3.BM5.MF.03,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\RC3.BM5.MF.03.SLDPRT
RC3.BM5.MF.04,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\RC3.BM5.MF.04.SLDPRT
RC3.BM5.MF.05,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\RC3.BM5.MF.05.SLDPRT
REF-CAJ53-001,.sldprt,,,,,No se pudo abrir el documento.,SI,406.4000000000002,228.60000000000093,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\REF-CAJ53-001.SLDPRT
